Model, Form, Style, Pattern, Controls, Covered controls, Percent covered controls, Pattern Version, Unspecified count, Custom count
Foundation,MCRCouponCatalog,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,TaxRegistrationTypeCreate,DropDialog,DropDialog,12,12,100.00%,1.2,0,0
Foundation,EcoResCategoryAttribute,Dialog,Dialog,21,21,100.00%,1.2,0,0
Foundation,RetailProductChannelFactBox,FormPart,FormPartFactboxGrid,6,6,100.00%,1.1,0,0
Foundation,TaxFiscalDocument_BR,DetailsFormTransaction,DetailsTransaction,133,133,100.00%,1.4,0,0
Foundation,PurchCopying,Dialog,Custom,345,17,4.93%,,0,1
Foundation,TaxPackagingTaxSales,Auto,SimpleDetails-StandardTabsContainer,21,21,100.00%,1.5,0,0
Foundation,PSAVendorRetentionTerms,SimpleListDetails,SimpleListDetails,21,21,100.00%,1.3,0,0
Foundation,WorkPeriodTemplate,SimpleListDetails,SimpleListDetails-Grid,48,48,100.00%,1.4,0,0
Foundation,RetailPostedStatementsPreview,FormPart,Custom,14,0,0.00%,,0,1
Foundation,MCRItemListCopying,Dialog,Custom,38,25,65.79%,,0,1
Foundation,AssetDiscountRateSchedule_JP,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,WrkCtrCapResSum,Auto,TaskParentChild,51,51,100.00%,1.2,0,0
Foundation,EcoResProductAvailability,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,RetailPackageLookup,Lookup,LookupGridOnly,5,5,100.00%,1.1,0,0
Foundation,WMSArrivalOverviewProfile,SimpleListDetails,SimpleListDetails,40,40,100.00%,1.3,0,0
Foundation,MCRCustCategoryHierarchy,SimpleListDetails,SimpleListDetails,20,13,65.00%,1.3,0,1
Foundation,MCRExpediteTable,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,EcoResProductInventoryDimensionGroups,DropDialog,DropDialog,10,10,100.00%,1.2,0,0
Foundation,IntrastatCommodityLookup,Lookup,LookupTab,15,15,100.00%,1,0,0
Foundation,PurchBookProcessVAT_RU,Auto,TaskParentChild,176,176,100.00%,1.2,0,0
Foundation,WMSOrder,Auto,Task,141,141,100.00%,1.2,0,1
Foundation,HRMRecruitingLastNews,SimpleListDetails,SimpleListDetails,19,19,100.00%,1.3,0,0
Foundation,RetailRoundingMethod,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,AssetImpairmentCashGenUnit_JP,SimpleListDetails,SimpleListDetails,40,40,100.00%,1.3,0,0
Foundation,HRMCourseTableHotel,SimpleListDetails,SimpleListDetails,22,21,95.45%,1.3,0,1
Foundation,TaxRegistration_CA,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,AssetDepBookLVPTransferProposal,Dialog,Dialog,32,32,100.00%,1.2,0,0
Foundation,TaxIntgrExportDocumentSplit_CN,Dialog,Dialog,24,24,100.00%,1.2,0,0
Foundation,DirPartyMerge,Dialog,Dialog,11,11,100.00%,1.2,0,0
Foundation,AssetDepreciationPart,FormPart,FormPartFactboxGrid,10,10,100.00%,1.1,0,0
Foundation,TaxPAYGVariationTable,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,PurchFormLetterSortingParameters,TableOfContents,TableOfContents,14,14,100.00%,1.1,0,0
Foundation,MCRCouponCopy,Dialog,Dialog,15,15,100.00%,1.2,0,0
Foundation,EcoResCategoryAttributeGroup,Dialog,DialogFastTabs,24,24,100.00%,1,0,0
Foundation,HuDenominationSummary,Dialog,Dialog,24,5,20.83%,1.2,1,0
Foundation,MCRFraudHoldCommentDialog,Dialog,Dialog,6,6,100.00%,1.2,0,0
Foundation,PurchCORListPage,ListPage,ListPage,16,16,100.00%,UX7 1.0,0,0
Foundation,RetailPOSTheme,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,WorkTimeCopyDayDialog,Dialog,Dialog,8,8,100.00%,1.2,0,0
Foundation,RetailPackagePurchQuick,Dialog,Dialog,11,11,100.00%,1.2,0,0
Foundation,MCRCustMessageAssociation,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,PurchBookTable_RU,Auto,Task,27,27,100.00%,1.2,0,0
Foundation,TaxReportCollection,Auto,Task,29,29,100.00%,1.2,0,0
Foundation,AssetGroup,SimpleListDetails,SimpleListDetails,51,51,100.00%,1.3,0,0
Foundation,RetailProductListing,SimpleListDetails,SimpleListDetails,26,26,100.00%,1.3,0,0
Foundation,MCRItemListTable,SimpleListDetails,SimpleListDetails,34,34,100.00%,1.3,0,0
Foundation,EcoResProductAvailabilityPart,FormPart,FormPartFactboxGrid,8,8,100.00%,1.1,0,0
Foundation,TaxRep347AddressAbbrev,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,IntrastatCompressParameters,Auto,SimpleDetails-ToolbarFields,3,3,100.00%,1.3,0,0
Foundation,AssetImpairmentCGUCopy_JP,DropDialog,DropDialog,6,6,100.00%,1.2,0,0
Foundation,WrkCtrDateCalendar,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,HRMRecruitingMedia,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,RetailRoundingMethodGroup,SimpleListDetails,SimpleListDetails,21,21,100.00%,1.3,0,0
Foundation,EcoResProductListPage,ListPage,ListPage,39,39,100.00%,UX7 1.0,0,0
Foundation,InventAdjTransaction,SimpleList,SimpleList,45,45,100.00%,1.1,0,0
Foundation,WMSBillOfLading,SimpleListDetails,SimpleListDetails,108,108,100.00%,1.3,0,0
Foundation,EcoResCategoryFriendlyName,FormPart,FormPartFactboxCard,3,3,100.00%,UX7 1.0,0,0
Foundation,TaxPeriod,SimpleListDetails,SimpleListDetails,42,42,100.00%,1.3,0,0
Foundation,PurchAgreement,DetailsFormTransaction,DetailsTransaction,347,347,100.00%,1.4,0,0
Foundation,PurchIdLookup,Lookup,LookupGridOnly,9,9,100.00%,1.1,0,0
Foundation,IdentityCardTable_RU,SimpleListDetails,SimpleListDetails,26,26,100.00%,1.3,0,0
Foundation,AssetDepreciationProfile,SimpleListDetails,SimpleListDetails,47,47,100.00%,1.3,0,0
Foundation,AssetDepBookOpenLookup,Lookup,LookupGridOnly,4,4,100.00%,1.1,0,0
Foundation,MCRFraudStaticData,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,WMSOrderTrans,Auto,Task,81,81,100.00%,1.2,0,0
Foundation,DirPartyQuickCreateForm,Dialog,DialogFastTabs,35,35,100.00%,1,0,0
Foundation,PurchCORPolicyTable,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,RetailPriceAdjustments,SimpleList,SimpleList,26,26,100.00%,1.1,0,0
Foundation,MCRCouponCustomer,SimpleList,SimpleList,12,12,100.00%,1.1,0,0
Foundation,TaxReportCollectionLookup,Lookup,LookupGridOnly,5,5,100.00%,1.1,0,0
Foundation,WorkTimeTable,SimpleListDetails,SimpleListDetails,125,125,100.00%,1.3,0,0
Foundation,HRMRecruitingMediaPart,FormPart,FormPartFactboxGrid,6,6,100.00%,1.1,0,0
Foundation,TaxReport347Account,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,EcoResProductLookup,Lookup,LookupGridOnly,4,4,100.00%,1.1,0,0
Foundation,TaxIntgrExportDocument_CN,Auto,SimpleDetails-FastTabsContainer,64,64,100.00%,1.4,0,0
Foundation,EcoResProductCategory,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,IntrastatParameters,TableOfContents,TableOfContents,195,195,100.00%,1.1,0,0
Foundation,MCRItemMessageAssociation,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,RetailProductUpdateForm,Dialog,Dialog,76,76,100.00%,1.2,0,0
Foundation,RetailParameters,TableOfContents,TableOfContents,216,210,97.22%,1.1,0,1
Foundation,AssetGroupBookSetup,SimpleListDetails,SimpleListDetails,72,72,100.00%,1.3,0,0
Foundation,AssetImpairmentCreateTest_JP,DropDialog,DropDialog,9,9,100.00%,1.2,0,0
Foundation,MCRCustomerService,DetailsFormMaster,Custom,322,240,74.53%,,0,1
Foundation,InventAdjustmentWizard_RU,Wizard,Wizard,150,65,43.33%,1.1,6,0
Foundation,MCRFraudVarRule,SimpleListDetails,SimpleListDetails,28,28,100.00%,1.3,0,0
Foundation,AssetDepreciationZakat_SA,Auto,SimpleDetails-FastTabsContainer,39,39,100.00%,1.4,0,0
Foundation,PurchImportDeclarationList_BR,Auto,TaskParentChild,34,34,100.00%,1.2,0,0
Foundation,PurchBookTotalAmounts_RU,Auto,SimpleDetails-ToolbarFields,8,8,100.00%,1.3,0,0
Foundation,PurchAgreementActivitiesSummary,SimpleListDetails,SimpleListDetails,25,25,100.00%,1.3,0,0
Foundation,AssetDepBookOriginaldocuments,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,WMSOrderTransUnPick,Dialog,Dialog,28,28,100.00%,1.2,0,0
Foundation,WMSBillOfLadingCarrier,SimpleList,SimpleList,16,16,100.00%,1.1,0,0
Foundation,WorkTypeTable_W,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,TaxProfileTable_CN,SimpleListDetails,SimpleListDetails,49,49,100.00%,1.3,0,0
Foundation,WrkCtrGroupDateCalendar,SimpleDetails,Custom,52,0,0.00%,,0,1
Foundation,RetailSales,Auto,Task,64,64,100.00%,1.2,0,0
Foundation,MCRCouponImportDialog,Dialog,Dialog,8,5,62.50%,1.2,0,1
Foundation,EcoResCategoryHierarchyCreate,Dialog,Dialog,7,7,100.00%,1.2,0,0
Foundation,PurchCORRejectsListPage,ListPage,ListPage,22,22,100.00%,UX7 1.0,0,0
Foundation,ImportedContentPerItem_BR,SimpleListDetails,SimpleListDetails-Grid,27,27,100.00%,1.4,0,0
Foundation,TaxReport347Table,Auto,Task,61,61,100.00%,1.2,0,0
Foundation,RetailPriceApplyFormula,Dialog,Dialog,16,16,100.00%,1.2,0,0
Foundation,DirPartyTableRoles,FormPart,FormPartFactboxGrid,6,6,100.00%,1.1,0,0
Foundation,TaxReportCorrectionBE,Auto,Task,21,21,100.00%,1.2,0,0
Foundation,IntrastatPort,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,MCRItemSalesControl,SimpleList,SimpleList,27,27,100.00%,1.1,0,0
Foundation,HRMRecruitingTable,DetailsFormMaster,DetailsMaster,62,62,100.00%,1.4,0,0
Foundation,AssetGroupDepBookProfile_IN,Auto,Task,11,11,100.00%,1.2,0,0
Foundation,RetailReceiptProfile,SimpleListDetails,SimpleListDetails,24,24,100.00%,1.3,0,0
Foundation,EcoResProductCreate,Dialog,Dialog,56,56,100.00%,1.2,0,0
Foundation,AssetImpairmentDepBookTransInquire_JP,SimpleList,SimpleList,38,38,100.00%,1.1,0,0
Foundation,RetailPeriodCode,SimpleListDetails,SimpleListDetails,42,42,100.00%,1.3,0,0
Foundation,MCRCustPaymDetail,SimpleList,SimpleList,19,19,100.00%,1.1,0,0
Foundation,MCRFraudVarSys,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,InventBaileeCalcSetup_RU,Auto,Task,31,31,100.00%,1.2,0,0
Foundation,EcoResProductMaintainWorkspace,Workspace,WorkspaceOperational,55,55,100.00%,1,0,0
Foundation,TaxReportingAggregrateCategory_IN,SimpleListDetails,SimpleListDetails,20,20,100.00%,1.3,0,0
Foundation,WMSPickingRegistration,SimpleListDetails,SimpleListDetails,106,106,100.00%,1.3,0,0
Foundation,EcoResCategoryHierarchyFactbox,FormPart,FormPartFactboxGrid,4,4,100.00%,1.1,0,0
Foundation,WrkCtrIdLookUp,Lookup,LookupGridOnly,10,10,100.00%,1.1,0,0
Foundation,PurchCORRejectsListPagePreviewPane,FormPart,FormPartFactboxCard,3,3,100.00%,UX7 1.0,0,0
Foundation,PurchAgreementChangeContractor_PSN,DropDialog,DropDialog,7,7,100.00%,1.2,0,0
Foundation,AssetInvoiceLookup,Lookup,LookupGridOnly,7,7,100.00%,1.1,0,0
Foundation,TaxReportDomesticContract_IT,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,RetailPriceDiscGroup,SimpleListDetails,SimpleListDetails,36,36,100.00%,1.3,0,0
Foundation,TaxPurchaseTaxTable,Auto,SimpleDetails-StandardTabsContainer,16,16,100.00%,1.5,0,0
Foundation,RetailRegisterListFormPart,FormPart,FormPartSectionList,12,12,100.00%,1.1,0,0
Foundation,PurchImportDeclaration_BR,SimpleListDetails,SimpleListDetails,20,20,100.00%,1.3,1,0
Foundation,MCRCustPaymDetailAuthorize,SimpleList,SimpleList,21,21,100.00%,1.1,0,0
Foundation,RetailSalesAffiliation,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,MCRFullTextIndexField,SimpleList,SimpleList,15,15,100.00%,1.1,0,0
Foundation,IndirectTaxComponentTotals_IN,SimpleListDetails,SimpleListDetails-Grid,25,25,100.00%,1.4,0,0
Foundation,PurchBookTrans_RU,Auto,Task,86,37,43.02%,1.2,2,0
Foundation,MCRListBrokerTable,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,AssetProjectInfoPart,FormPart,FormPartFactboxGrid,7,7,100.00%,1.1,0,0
Foundation,IntrastatSpecMovement_CZ,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,MCRCouponItem,SimpleList,SimpleList,11,11,100.00%,1.1,0,0
Foundation,HRMVirtualNetworkGroup,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,TaxReport347Tenants,Auto,Task,36,36,100.00%,1.2,0,0
Foundation,WrkCtrResourceCopy,DropDialog,DropDialog,10,10,100.00%,1.2,0,0
Foundation,TaxReportingCode_IN,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,RetailSeasonTable,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,EcoResProductMaintainWorkspaceConfiguration,Dialog,Dialog,12,12,100.00%,1.2,0,0
Foundation,AssetImpairmentIndicator_JP,SimpleList,SimpleList,18,18,100.00%,1.1,0,0
Foundation,AssetGroupDepBookSetup,SimpleListDetails,SimpleListDetails,67,67,100.00%,1.3,0,0
Foundation,DirPersonUserLookup,Lookup,LookupGridOnly,12,12,100.00%,1.1,0,0
Foundation,WrkCtrProperty,SimpleListDetails,SimpleListDetails,20,20,100.00%,1.3,0,0
Foundation,InventBaileeCalcTable_RU,Auto,Task,29,29,100.00%,1.2,0,0
Foundation,EcoResCategoryHierarchyListPage,ListPage,ListPage,21,21,100.00%,UX7 1.0,0,0
Foundation,EcoResProductDetails,DetailsFormMaster,Custom,98,2,2.04%,,0,1
Foundation,AssetLedgerLookup,Lookup,LookupGridOnly,6,6,100.00%,1.1,0,0
Foundation,RetailSalesPrepaymentBalance,Auto,SimpleDetails-ToolbarFields,5,5,100.00%,1.3,0,0
Foundation,TaxPurchaseTaxTrans,Auto,Task,29,29,100.00%,1.2,0,0
Foundation,RetailPricingDiscountActiveDiscounts,FormPart,FormPartSectionList,10,10,100.00%,1.1,0,0
Foundation,MCRCouponSalesTable,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,TaxReportDomesticTable_IT,SimpleListDetails,SimpleListDetails,104,104,100.00%,1.3,0,0
Foundation,MCRCustPaymDialog,Dialog,Dialog,23,23,100.00%,1.2,0,0
Foundation,PurchInvoiceTotalsMatchingDetails,Dialog,DialogReadOnly,51,51,100.00%,1.2,0,0
Foundation,MCRFullTextParameters,TableOfContents,TableOfContents,38,38,100.00%,1.1,0,0
Foundation,MCRListTypeTable,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,PurchCostTrans,Auto,Task,31,31,100.00%,1.2,0,0
Foundation,RetailReleasedProductsPart,FormPart,FormPartSectionList,15,15,100.00%,1.1,0,0
Foundation,AssetProjectInfoPreviewPart,FormPart,FormPartFactboxCard,6,6,100.00%,UX7 1.0,0,0
Foundation,TaxReporting_W,Auto,TaskParentChild,28,28,100.00%,1.2,0,0
Foundation,InventBaileeCalcTrans_RU,Auto,Task,35,35,100.00%,1.2,0,0
ApplicationPlatform,SysSqlInMemoryTableAdministration,Dialog,DialogFastTabs,16,16,100.00%,1,0,0
ApplicationPlatform,LanguageTable,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,RetailServiceCategory,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,AssetGroupDepBookSetupBonus,SimpleList,SimpleList,12,12,100.00%,1.1,0,0
Foundation,PurchAgreementChildCreate_PSN,DropDialog,DropDialog,5,5,100.00%,1.2,0,0
Foundation,InventCostList,Auto,Task,11,11,100.00%,1.2,0,0
Foundation,RetailSalesPricePointGroup,SimpleListDetails,SimpleListDetails,20,20,100.00%,1.3,0,0
Foundation,IndirectTaxTotalsForm_IN,SimpleListDetails,SimpleListDetails-Grid,25,25,100.00%,1.4,0,0
Foundation,TaxReport347Trans,Auto,Task,41,41,100.00%,1.2,0,0
Foundation,AssetLending,Auto,Task,13,13,100.00%,1.2,0,0
Foundation,TaxPurchaseTaxValue,Auto,Task,16,16,100.00%,1.2,0,0
Foundation,EcoResCategoryHierarchyRole,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,PurchBookVATProcessCreateHdrDropDialog,DropDialog,DropDialog,9,9,100.00%,1.2,0,0
Foundation,WrkCtrResourceAbilityMap,Auto,SimpleDetails-StandardTabsContainer,35,30,85.71%,1.5,0,1
Foundation,DirViewLocations,ListPage,Custom,90,0,0.00%,,0,1
Foundation,WrkCtrResourceGroup,SimpleListDetails,Custom,129,96,74.42%,,0,3
Foundation,AssetImpairmentManageTestResult_JP,SimpleList,SimpleList,19,19,100.00%,1.1,0,0
Foundation,IntrastatStateParameters,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,EcoResProductMasterDimension,TableOfContents,TableOfContents,65,65,100.00%,1.1,0,0
Foundation,MCRGiftCardPromptDialog,Dialog,Dialog,17,17,100.00%,1.2,0,0
Foundation,MCRCustPaymInstallments,Auto,SimpleDetails-FastTabsContainer,33,33,100.00%,1.4,0,0
Foundation,PurchJournalAutoSummary,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,MCROrderEventTable,Auto,SimpleDetails-FastTabsContainer,80,53,66.25%,1.4,0,1
Foundation,TaxReportLedgerAccounts,Auto,SimpleDetails-ToolbarFields,4,4,100.00%,1.3,0,0
Foundation,RetailStatementsPart,FormPart,FormPartSectionList,17,17,100.00%,1.1,0,0
Foundation,RetailReplenishmentRuleTable,SimpleListDetails,SimpleListDetails,26,26,100.00%,1.3,0,0
Foundation,AssetPropertyGroup,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,RetailSalesTableAttribute,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,TaxReportDomesticTaxTrans_IT,SimpleListDetails,SimpleListDetails,26,26,100.00%,1.3,0,0
Foundation,MCRMarketingObjective,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,EcoResProductDetailsExtended,DetailsFormMaster,Custom,662,4,0.60%,,0,1
Foundation,InflationAdjJournal_MX,SimpleListDetails,SimpleListDetails-Grid,30,30,100.00%,1.4,0,0
Foundation,InventCostOnhandItem,Auto,Task,32,32,100.00%,1.2,0,0
Foundation,PurchCreateFromSalesOrder,Dialog,DialogFastTabs,64,64,100.00%,1,0,0
Foundation,TaxReport347Validation,SimpleList,SimpleList,6,6,100.00%,1.1,0,0
Foundation,PurchAgreementCreate,Dialog,Dialog,44,5,11.36%,1.2,0,1
Foundation,RetailSharedParameters,TableOfContents,TableOfContents,119,101,84.87%,1.1,0,1
Foundation,AssetGroupDepBookSum_IN,Dialog,DialogReadOnly,22,22,100.00%,1.2,0,0
Foundation,EcoResCategorySearchList,Lookup,LookupGridOnly,7,7,100.00%,1.1,0,0
Foundation,InventBaileeCalcUnitOperation_RU,Auto,Task,21,21,100.00%,1.2,0,0
Foundation,DSADetails_IN,Auto,Task,13,13,100.00%,1.2,0,0
Foundation,AssetLocation,SimpleListDetails,SimpleListDetails,21,21,100.00%,1.3,0,0
Foundation,PurchBookVATProcessLog_RU,Auto,TaskParentChild,119,69,57.98%,1.2,3,0
Foundation,WrkCtrResourceGroupAdd,DropDialog,DropDialog,7,7,100.00%,1.2,0,0
Foundation,EcoResProductMasterDraftFormPart,FormPart,FormPartSectionList,13,13,100.00%,1.1,0,0
Foundation,IntrastatStatProc,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,TaxSalesTaxPaymentDetailsTrans_IN,Auto,Custom,20,0,0.00%,,0,1
ApplicationPlatform,OfficeAppParameters,TableOfContents,TableOfContents,41,41,100.00%,1.1,0,0
Foundation,TaxReportLines,Auto,Task,55,55,100.00%,1.2,0,0
Foundation,AssetRBSLFactorTable,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,MCRGiftCardUpdatePromptDialog,Dialog,Dialog,13,13,100.00%,1.2,0,0
Foundation,RetailSalesYearOverYearParametersDialog,Dialog,Dialog,8,8,100.00%,1.2,0,0
Foundation,AssetLocationTransferConfirmation_CN,Dialog,Dialog,13,13,100.00%,1.2,0,0
Foundation,AssetGroupDepBookTrans_IN,Auto,Task,47,47,100.00%,1.2,0,0
Foundation,RetailShiftsPart,FormPart,FormPartSectionList,17,17,100.00%,1.1,0,0
Foundation,PurchCreateOrder,Dialog,Dialog,67,5,7.46%,1.2,0,1
Foundation,MCRCustPaymLookup,Lookup,LookupGridOnly,6,6,100.00%,1.1,0,0
Foundation,RetailReplenishmentTreeLookup,Lookup,LookupGridOnly,8,8,100.00%,1.1,0,0
Foundation,InventBatch,SimpleListDetails,SimpleListDetails,62,62,100.00%,1.3,0,0
ApplicationFoundation,ContentTypeList,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,EcoResCategorySingleLookup,Lookup,LookupGridOnly,9,9,100.00%,1.1,0,0
Foundation,MCRMergeConfirmationForm,Dialog,Dialog,16,16,100.00%,1.2,0,0
Foundation,PurchJournalSelect_PackingSlip,Dialog,DialogDoubleTabs,174,174,100.00%,1.3,0,0
Foundation,TaxReport770Table_IT,SimpleListDetails,SimpleListDetails-Grid,151,135,89.40%,1.4,1,0
Foundation,InpcRateTable_MX,SimpleList,SimpleList,8,8,100.00%,1.1,0,0
Foundation,PurchBookVATProcessParameters_RU,SimpleListDetails,SimpleListDetails-Grid,33,33,100.00%,1.4,0,0
Foundation,EcoResProductDimensionGroup,SimpleListDetails,SimpleListDetails,17,17,100.00%,1.3,0,0
Foundation,EcoResProductMasterVariantsPart,FormPart,FormPartFactboxGrid,5,5,100.00%,1.1,0,0
Foundation,PurchAgreementFinDimensionAccess_PSN,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,TaxReportDomesticThreshold_IT,TableOfContents,TableOfContents,28,28,100.00%,1.1,0,0
Foundation,InventCostTrans,Auto,TaskParentChild,125,125,100.00%,1.2,0,0
Foundation,MCROrderNotes,SimpleListDetails,SimpleListDetails,28,28,100.00%,1.3,0,0
ApplicationFoundation,AdminDashboard,Dashboard,Custom,7,0,0.00%,,0,1
Foundation,TaxSalesTaxPaymentHistory_IN,SimpleListDetails,SimpleListDetails-Tree,21,21,100.00%,1.3,0,0
Foundation,WrkCtrResourceRequirementPart,FormPart,Custom,18,7,38.89%,,0,1
Foundation,RetailStatementTable,DetailsFormMaster,DetailsMaster,165,164,99.39%,1.4,0,1
Foundation,EcoResProductProcessManufacturingWorkspace,Workspace,WorkspaceOperational,51,51,100.00%,1,0,0
Foundation,IntrastatToProdcom,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,AssetImpairmentMarkPercentage_JP,DropDialog,DropDialog,6,6,100.00%,1.2,0,0
Foundation,RetailShipCarrierAccountConfiguration,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,AssetReasonCodeDialog,Dialog,Dialog,9,9,100.00%,1.2,0,0
Foundation,TaxReportPayment_IT,Dialog,Dialog,18,18,100.00%,1.2,0,0
Foundation,PurchCreateOrderFromVendorWithAgreement,Dialog,Dialog,8,8,100.00%,1.2,0,0
Foundation,AssetLocationTransfer_CN,DropDialog,DropDialog,8,8,100.00%,1.2,0,0
Foundation,MCRHierarchyAddCust,Dialog,AdvancedSelection,19,19,100.00%,1.1,0,0
Foundation,AssetGroupGlobalMapping,SimpleListDetails,SimpleListDetails,16,16,100.00%,1.3,0,0
Foundation,MCRCustPaymTable,SimpleList,SimpleList,47,47,100.00%,1.1,0,0
Foundation,RetailThemeAccent,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,TaxReportAdjustmentTrans,SimpleList,SimpleList,13,13,100.00%,1.1,0,0
Foundation,RetailStoreTenderTypeCardTable,SimpleListDetails,SimpleListDetails,54,54,100.00%,1.3,0,0
Foundation,PurchLatestOrdersInfoPart,FormPart,FormPartFactboxGrid,6,6,100.00%,1.1,0,0
Foundation,EcoResProductNumberRename,Dialog,Dialog,9,9,100.00%,1.2,0,0
Foundation,MCRMessageAssociation,SimpleList,SimpleList,10,10,100.00%,1.1,0,0
Foundation,PurchCommitmentClose_PSN,Dialog,Dialog,18,18,100.00%,1.2,0,0
Foundation,InventBatchIdLookup,Lookup,LookupTab,45,45,100.00%,1,0,0
Foundation,RetailStatementUnpostedTransPart,FormPart,FormPartFactboxCard,5,5,100.00%,UX7 1.0,0,0
Foundation,PurchAgreementGenerateReleaseOrder,Dialog,Dialog,41,36,87.80%,1.2,0,1
Foundation,TaxReportDomesticTransfer_IT,Dialog,DialogTabs,35,8,22.86%,1.3,2,0
Foundation,MCROrderParameters,TableOfContents,TableOfContents,125,125,100.00%,1.1,0,0
Foundation,EcoResProductProcessManufacturingWorkspaceConfiguration,Dialog,Dialog,12,12,100.00%,1.2,0,0
Foundation,InventCountGroup,SimpleList,SimpleList,9,9,100.00%,1.1,0,0
Foundation,TaxReportSelectSettlementAccount,Dialog,Dialog,6,6,100.00%,1.2,0,0
Foundation,PurchCreateRFQCase,Dialog,DialogFastTabs,45,45,100.00%,1,0,0
ApplicationFoundation,DataExpCreate,Dialog,Custom,19,0,0.00%,,0,1
Foundation,MCRHoldCheckOutOverride,Dialog,Dialog,7,7,100.00%,1.2,0,0
Foundation,EcoResProductVariantPerCompanyImagePart,FormPart,Custom,5,0,0.00%,,0,1
Foundation,AssetReclassification,Dialog,Dialog,11,11,100.00%,1.2,0,0
Foundation,WrkCtrSchedulingCockpit,SimpleList,SimpleList,14,14,100.00%,1.1,0,0
Foundation,MCRMessageCategory,SimpleList,SimpleList,7,7,100.00%,1.1,0,0
Foundation,PurchCommitmentLineBalanceSummary_PSN,Dialog,DialogReadOnly,20,20,100.00%,1.2,0,0
Foundation,IntrastatTransactionCode,SimpleListDetails,SimpleListDetails,21,20,95.24%,1.3,1,0
Foundation,EcoResProductDiscreteManufacturingWorkspace,Workspace,WorkspaceOperational,56,56,100.00%,1,0,0
Foundation,InterCompanyTradingRelationSetupCustomer,TableOfContents,TableOfContents,192,174,90.63%,1.1,0,4
Foundation,AssetLookup,Lookup,LookupGridOnly,5,5,100.00%,1.1,0,0
Foundation,RetailSizeGroupTable,SimpleListDetails,SimpleListDetails,28,28,100.00%,1.3,0,0
ApplicationFoundation,Batch,Auto,Task,73,60,82.19%,1.2,0,1
Foundation,AssetImpairmentPopulateAllocation_JP,TableOfContents,Custom,27,0,0.00%,,0,1
Foundation,MCRCustSearch,Dialog,Dialog,26,12,46.15%,1.2,0,1
ApplicationPlatform,Picklist,Dialog,Dialog,6,6,100.00%,1.2,0,0
Foundation,AssetGroupProfile_IN,Auto,Task,13,13,100.00%,1.2,0,0
Foundation,PurchLine,Auto,SimpleDetails-StandardTabsContainer,239,239,100.00%,1.5,0,0
